,Cam,Police,Population,Visibility,Safety
3958,Yes,May Be,Low,High,3
3959,Yes,May Be,Low,High,3
3960,Yes,May Be,Low,High,3
3961,Yes,May Be,Low,High,3
3962,Yes,May Be,Low,High,3
3963,Yes,May Be,Low,High,3
3964,Yes,May Be,Low,High,3
3965,Yes,May Be,Low,High,3
3966,Yes,May Be,Low,High,3
3967,Yes,May Be,Low,High,3
3968,Yes,May Be,Low,High,3
3969,Yes,May Be,Low,High,3
3970,Yes,May Be,Low,High,3
3971,Yes,May Be,Low,High,3
3972,Yes,May Be,Low,High,3
3973,Yes,May Be,Low,High,3
3974,Yes,May Be,Low,High,3
3975,Yes,May Be,Low,High,3
3976,Yes,May Be,Low,High,3
3977,Yes,May Be,Low,High,3
3978,Yes,May Be,Low,High,3
3979,Yes,May Be,Low,High,3
3980,Yes,May Be,Low,High,3
3981,Yes,May Be,Low,High,3
3982,Yes,May Be,Low,High,3
3983,Yes,May Be,Low,High,3
3984,Yes,May Be,Low,High,3
3985,Yes,May Be,Low,High,3
3986,Yes,May Be,Low,High,3
3987,Yes,May Be,Low,High,3
3988,Yes,May Be,Low,High,3
3989,Yes,May Be,Low,High,3
3990,Yes,May Be,Low,High,3
3991,Yes,May Be,Low,High,3
3992,Yes,May Be,Low,High,3
3993,Yes,May Be,Low,High,3
3994,Yes,May Be,Low,High,3
3995,Yes,May Be,Low,High,3
3996,Yes,May Be,Low,High,3
3997,Yes,May Be,Low,High,3
3998,Yes,May Be,Low,High,3
3999,Yes,May Be,Low,High,3
4000,Yes,May Be,Low,High,3
4001,Yes,May Be,Low,High,3
4002,Yes,May Be,Low,High,3
4003,Yes,May Be,Low,High,3
4004,Yes,May Be,Low,High,3
4005,Yes,May Be,Low,High,3
4006,Yes,May Be,Low,High,3
4007,Yes,May Be,Low,High,3
4008,Yes,May Be,Low,High,3
4009,Yes,May Be,Low,High,3
4010,Yes,May Be,Low,High,3
4011,Yes,May Be,Low,High,3
4012,Yes,May Be,Low,High,3
4013,Yes,May Be,Low,High,3
4014,Yes,May Be,Low,High,3
4015,Yes,May Be,Moderate,Low,2
4016,Yes,May Be,Moderate,Low,2
4017,Yes,May Be,Moderate,Low,2
4018,Yes,May Be,Moderate,Low,2
4019,Yes,May Be,Moderate,Low,2
4020,Yes,May Be,Moderate,Low,2
4021,Yes,May Be,Moderate,Low,2
4022,Yes,May Be,Moderate,Low,2
4023,Yes,May Be,Moderate,Low,2
4024,Yes,May Be,Moderate,Low,2
4025,Yes,May Be,Moderate,Low,2
4026,Yes,May Be,Moderate,Low,2
4027,Yes,May Be,Moderate,Low,2
4028,Yes,May Be,Moderate,Low,2
4029,Yes,May Be,Moderate,Low,2
4030,Yes,May Be,Moderate,Low,2
4031,Yes,May Be,Moderate,Low,2
4032,Yes,May Be,Moderate,Low,2
4033,Yes,May Be,Moderate,Low,2
4034,Yes,May Be,Moderate,Low,2
4035,Yes,May Be,Moderate,Low,2
4036,Yes,May Be,Moderate,Low,2
4037,Yes,May Be,Moderate,Low,2
4038,Yes,May Be,Moderate,Low,2
4039,Yes,May Be,Moderate,Low,2
4040,Yes,May Be,Moderate,Low,2
4041,Yes,May Be,Moderate,Low,2
4042,Yes,May Be,Moderate,Low,2
4043,Yes,May Be,Moderate,Low,2
4044,Yes,May Be,Moderate,Low,2
4045,Yes,May Be,Moderate,Low,2
4046,Yes,May Be,Moderate,Low,2
4047,Yes,May Be,Moderate,Low,2
4048,Yes,May Be,Moderate,Low,2
4049,Yes,May Be,Moderate,Low,2
4050,Yes,May Be,Moderate,Low,2
4051,Yes,May Be,Moderate,Low,2
4052,Yes,May Be,Moderate,Low,2
4053,Yes,May Be,Moderate,Low,2
4054,Yes,May Be,Moderate,Low,2
4055,Yes,May Be,Moderate,Low,2
4056,Yes,May Be,Moderate,Low,2
4057,Yes,May Be,Moderate,Low,2
4058,Yes,May Be,Moderate,Moderate,3
4059,Yes,May Be,Moderate,Moderate,3
4060,Yes,May Be,Moderate,Moderate,3
4061,Yes,May Be,Moderate,Moderate,3
4062,Yes,May Be,Moderate,Moderate,3
4063,Yes,May Be,Moderate,Moderate,3
4064,Yes,May Be,Moderate,Moderate,3
4065,Yes,May Be,Moderate,Moderate,3
4066,Yes,May Be,Moderate,Moderate,3
4067,Yes,May Be,Moderate,Moderate,3
4068,Yes,May Be,Moderate,Moderate,3
4069,Yes,May Be,Moderate,Moderate,3
4070,Yes,May Be,Moderate,Moderate,3
4071,Yes,May Be,Moderate,Moderate,3
4072,Yes,May Be,Moderate,Moderate,3
4073,Yes,May Be,Moderate,Moderate,3
4074,Yes,May Be,Moderate,Moderate,3
4075,Yes,May Be,Moderate,Moderate,3
4076,Yes,May Be,Moderate,Moderate,3
4077,Yes,May Be,Moderate,Moderate,3
4078,Yes,May Be,Moderate,Moderate,3
4079,Yes,May Be,Moderate,Moderate,3
4080,Yes,May Be,Moderate,Moderate,3
4081,Yes,May Be,Moderate,Moderate,3
4082,Yes,May Be,Moderate,Moderate,3
4083,Yes,May Be,Moderate,Moderate,3
4084,Yes,May Be,Moderate,Moderate,3
4085,Yes,May Be,Moderate,Moderate,3
4086,Yes,May Be,Moderate,Moderate,3
4087,Yes,May Be,Moderate,Moderate,3
4088,Yes,May Be,Moderate,Moderate,3
4089,Yes,May Be,Moderate,Moderate,3
4090,Yes,May Be,Moderate,Moderate,3
4091,Yes,May Be,Moderate,Moderate,3
4092,Yes,May Be,Moderate,Moderate,3
4093,Yes,May Be,Moderate,Moderate,3
4094,Yes,May Be,Moderate,Moderate,3
4095,Yes,May Be,Moderate,Moderate,3
4096,Yes,May Be,Moderate,Moderate,3
4097,Yes,May Be,Moderate,Moderate,3
4098,Yes,May Be,Moderate,Moderate,3
4099,Yes,May Be,Moderate,Moderate,3
4100,Yes,May Be,Moderate,Moderate,3
4101,Yes,May Be,Moderate,Moderate,3
4102,Yes,May Be,Moderate,Moderate,3
4103,Yes,May Be,Moderate,Moderate,3
4104,Yes,May Be,Moderate,Moderate,3
4105,Yes,May Be,Moderate,Moderate,3
4106,Yes,May Be,Moderate,Moderate,3
4107,Yes,May Be,Moderate,Moderate,3
4108,Yes,May Be,Moderate,Moderate,3
4109,Yes,May Be,Moderate,Moderate,3
4110,Yes,May Be,Moderate,Moderate,3
4111,Yes,May Be,Moderate,Moderate,3
4112,Yes,May Be,Moderate,Moderate,3
4113,Yes,May Be,Moderate,Moderate,3
4114,Yes,May Be,Moderate,Moderate,3
4115,Yes,May Be,Moderate,Moderate,3
4116,Yes,May Be,Moderate,Moderate,3
4117,Yes,May Be,Moderate,High,4
4118,Yes,May Be,Moderate,High,4
4119,Yes,May Be,Moderate,High,4
4120,Yes,May Be,Moderate,High,4
4121,Yes,May Be,Moderate,High,4
4122,Yes,May Be,Moderate,High,4
4123,Yes,May Be,Moderate,High,4
4124,Yes,May Be,Moderate,High,4
4125,Yes,May Be,Moderate,High,4
4126,Yes,May Be,Moderate,High,4
4127,Yes,May Be,Moderate,High,4
4128,Yes,May Be,Moderate,High,4
4129,Yes,May Be,Moderate,High,4
4130,Yes,May Be,Moderate,High,4
4131,Yes,May Be,Moderate,High,4
4132,Yes,May Be,Moderate,High,4
4133,Yes,May Be,Moderate,High,4
4134,Yes,May Be,Moderate,High,4
4135,Yes,May Be,Moderate,High,4
4136,Yes,May Be,Moderate,High,4
4137,Yes,May Be,Moderate,High,4
4138,Yes,May Be,Moderate,High,4
4139,Yes,May Be,Moderate,High,4
4140,Yes,May Be,Moderate,High,4
4141,Yes,May Be,Moderate,High,4
4142,Yes,May Be,Moderate,High,4
4143,Yes,May Be,Moderate,High,4
4144,Yes,May Be,Moderate,High,4
4145,Yes,May Be,Moderate,High,4
4146,Yes,May Be,Moderate,High,4
4147,Yes,May Be,Moderate,High,4
4148,Yes,May Be,Moderate,High,4
4149,Yes,May Be,Moderate,High,4
4150,Yes,May Be,Moderate,High,4
4151,Yes,May Be,Moderate,High,4
4152,Yes,May Be,Moderate,High,4
4153,Yes,May Be,Moderate,High,4
4154,Yes,May Be,Moderate,High,4
4155,Yes,May Be,Moderate,High,4
4156,Yes,May Be,Moderate,High,4
4157,Yes,May Be,Moderate,High,4
4158,Yes,May Be,Moderate,High,4
4159,Yes,May Be,Moderate,High,4
4160,Yes,May Be,Moderate,High,4
4161,Yes,May Be,Moderate,High,4
4162,Yes,May Be,Moderate,High,4
4163,Yes,May Be,Moderate,High,4
4164,Yes,May Be,Moderate,High,4
4165,Yes,May Be,Moderate,High,4
4166,Yes,May Be,Moderate,High,4
4167,Yes,May Be,Moderate,High,4
4168,Yes,May Be,Moderate,High,4
4169,Yes,May Be,Moderate,High,4
4170,Yes,May Be,Moderate,High,4
4171,Yes,May Be,Moderate,High,4
4172,Yes,May Be,Moderate,High,4
4173,Yes,May Be,Moderate,High,4
4174,Yes,May Be,Moderate,High,4
4175,Yes,May Be,Moderate,High,4
4176,Yes,May Be,Moderate,High,4
4177,Yes,May Be,Moderate,High,4
4178,Yes,May Be,Moderate,High,4
4179,Yes,May Be,Moderate,High,4
4180,Yes,May Be,Moderate,High,4
4181,Yes,May Be,Moderate,High,4
4182,Yes,May Be,Moderate,High,4
4183,Yes,May Be,Moderate,High,4
4184,Yes,May Be,Moderate,High,4
4185,Yes,May Be,Moderate,High,4
4186,Yes,May Be,Moderate,High,4
4187,Yes,May Be,Moderate,High,4
4188,Yes,May Be,Moderate,High,4
4189,Yes,May Be,Moderate,High,4
4190,Yes,May Be,Moderate,High,4
4191,Yes,May Be,Moderate,High,4
4192,Yes,May Be,Moderate,High,4
4193,Yes,May Be,Moderate,High,4
4194,Yes,May Be,Moderate,High,4
4195,Yes,May Be,Moderate,High,4
4196,Yes,May Be,Moderate,High,4
4197,Yes,May Be,Moderate,High,4
4198,Yes,May Be,Moderate,High,4
4199,Yes,May Be,Moderate,High,4
4200,Yes,May Be,High,Low,3
4201,Yes,May Be,High,Low,3
4202,Yes,May Be,High,Low,3
4203,Yes,May Be,High,Low,3
4204,Yes,May Be,High,Low,3
4205,Yes,May Be,High,Low,3
4206,Yes,May Be,High,Low,3
4207,Yes,May Be,High,Low,3
4208,Yes,May Be,High,Low,3
4209,Yes,May Be,High,Low,3
4210,Yes,May Be,High,Low,3
4211,Yes,May Be,High,Low,3
4212,Yes,May Be,High,Low,3
4213,Yes,May Be,High,Low,3
4214,Yes,May Be,High,Low,3
4215,Yes,May Be,High,Low,3
4216,Yes,May Be,High,Low,3
4217,Yes,May Be,High,Low,3
4218,Yes,May Be,High,Low,3
4219,Yes,May Be,High,Low,3
4220,Yes,May Be,High,Low,3
4221,Yes,May Be,High,Low,3
4222,Yes,May Be,High,Low,3
4223,Yes,May Be,High,Low,3
4224,Yes,May Be,High,Low,3
4225,Yes,May Be,High,Low,3
4226,Yes,May Be,High,Low,3
4227,Yes,May Be,High,Low,3
4228,Yes,May Be,High,Low,3
4229,Yes,May Be,High,Low,3
4230,Yes,May Be,High,Low,3
4231,Yes,May Be,High,Low,3
4232,Yes,May Be,High,Low,3
4233,Yes,May Be,High,Low,3
4234,Yes,May Be,High,Low,3
4235,Yes,May Be,High,Low,3
4236,Yes,May Be,High,Low,3
4237,Yes,May Be,High,Low,3
4238,Yes,May Be,High,Low,3
4239,Yes,May Be,High,Low,3
4240,Yes,May Be,High,Low,3
4241,Yes,May Be,High,Low,3
4242,Yes,May Be,High,Low,3
4243,Yes,May Be,High,Low,3
4244,Yes,May Be,High,Low,3
4245,Yes,May Be,High,Low,3
4246,Yes,May Be,High,Low,3
4247,Yes,May Be,High,Low,3
4248,Yes,May Be,High,Low,3
4249,Yes,May Be,High,Low,3
4250,Yes,May Be,High,Low,3
4251,Yes,May Be,High,Low,3
4252,Yes,May Be,High,Low,3
4253,Yes,May Be,High,Low,3
4254,Yes,May Be,High,Low,3
4255,Yes,May Be,High,Low,3
4256,Yes,May Be,High,Low,3
4257,Yes,May Be,High,Low,3
4258,Yes,May Be,High,Low,3
4259,Yes,May Be,High,Moderate,4
4260,Yes,May Be,High,Moderate,4
4261,Yes,May Be,High,Moderate,4
4262,Yes,May Be,High,Moderate,4
4263,Yes,May Be,High,Moderate,4
4264,Yes,May Be,High,Moderate,4
4265,Yes,May Be,High,Moderate,4
4266,Yes,May Be,High,Moderate,4
4267,Yes,May Be,High,Moderate,4
4268,Yes,May Be,High,Moderate,4
4269,Yes,May Be,High,Moderate,4
4270,Yes,May Be,High,Moderate,4
4271,Yes,May Be,High,Moderate,4
4272,Yes,May Be,High,Moderate,4
4273,Yes,May Be,High,Moderate,4
4274,Yes,May Be,High,Moderate,4
4275,Yes,May Be,High,Moderate,4
4276,Yes,May Be,High,Moderate,4
4277,Yes,May Be,High,Moderate,4
4278,Yes,May Be,High,Moderate,4
4279,Yes,May Be,High,Moderate,4
4280,Yes,May Be,High,Moderate,4
4281,Yes,May Be,High,Moderate,4
4282,Yes,May Be,High,Moderate,4
4283,Yes,May Be,High,Moderate,4
4284,Yes,May Be,High,Moderate,4
4285,Yes,May Be,High,Moderate,4
4286,Yes,May Be,High,Moderate,4
4287,Yes,May Be,High,Moderate,4
4288,Yes,May Be,High,Moderate,4
4289,Yes,May Be,High,Moderate,4
4290,Yes,May Be,High,Moderate,4
4291,Yes,May Be,High,Moderate,4
4292,Yes,May Be,High,Moderate,4
4293,Yes,May Be,High,Moderate,4
4294,Yes,May Be,High,Moderate,4
4295,Yes,May Be,High,Moderate,4
4296,Yes,May Be,High,Moderate,4
4297,Yes,May Be,High,Moderate,4
4298,Yes,May Be,High,Moderate,4
4299,Yes,May Be,High,Moderate,4
4300,Yes,May Be,High,Moderate,4
4301,Yes,May Be,High,Moderate,4
4302,Yes,May Be,High,Moderate,4
4303,Yes,May Be,High,Moderate,4
4304,Yes,May Be,High,Moderate,4
4305,Yes,May Be,High,Moderate,4
4306,Yes,May Be,High,Moderate,4
4307,Yes,May Be,High,Moderate,4
4308,Yes,May Be,High,Moderate,4
4309,Yes,May Be,High,Moderate,4
4310,Yes,May Be,High,Moderate,4
4311,Yes,May Be,High,Moderate,4
4312,Yes,May Be,High,Moderate,4
4313,Yes,May Be,High,Moderate,4
4314,Yes,May Be,High,Moderate,4
4315,Yes,May Be,High,Moderate,4
4316,Yes,May Be,High,Moderate,4
4317,Yes,May Be,High,Moderate,4
4318,Yes,May Be,High,Moderate,4
4319,Yes,May Be,High,Moderate,4
4320,Yes,May Be,High,Moderate,4
4321,Yes,May Be,High,Moderate,4
4322,Yes,May Be,High,Moderate,4
4323,Yes,May Be,High,Moderate,4
4324,Yes,May Be,High,Moderate,4
4325,Yes,May Be,High,Moderate,4
4326,Yes,May Be,High,Moderate,4
4327,Yes,May Be,High,Moderate,4
4328,Yes,May Be,High,Moderate,4
4329,Yes,May Be,High,Moderate,4
4330,Yes,May Be,High,Moderate,4
4331,Yes,May Be,High,Moderate,4
4332,Yes,May Be,High,Moderate,4
4333,Yes,May Be,High,Moderate,4
4334,Yes,May Be,High,Moderate,4
4335,Yes,May Be,High,Moderate,4
4336,Yes,May Be,High,Moderate,4
4337,Yes,May Be,High,Moderate,4
4338,Yes,May Be,High,Moderate,4
4339,Yes,May Be,High,Moderate,4
4340,Yes,May Be,High,Moderate,4
4341,Yes,May Be,High,Moderate,4
4342,Yes,May Be,High,High,4
4343,Yes,May Be,High,High,4
4344,Yes,May Be,High,High,4
4345,Yes,May Be,High,High,4
4346,Yes,May Be,High,High,4
4347,Yes,May Be,High,High,4
4348,Yes,May Be,High,High,4
4349,Yes,May Be,High,High,4
4350,Yes,May Be,High,High,4
4351,Yes,May Be,High,High,4
4352,Yes,May Be,High,High,4
4353,Yes,May Be,High,High,4
4354,Yes,May Be,High,High,4
4355,Yes,May Be,High,High,4
4356,Yes,May Be,High,High,4
4357,Yes,May Be,High,High,4
4358,Yes,May Be,High,High,4
4359,Yes,May Be,High,High,4
4360,Yes,May Be,High,High,4
4361,Yes,May Be,High,High,4
4362,Yes,May Be,High,High,4
4363,Yes,May Be,High,High,4
4364,Yes,May Be,High,High,4
4365,Yes,May Be,High,High,4
4366,Yes,May Be,High,High,4
4367,Yes,May Be,High,High,4
4368,Yes,May Be,High,High,4
4369,Yes,May Be,High,High,4
4370,Yes,May Be,High,High,4
4371,Yes,May Be,High,High,4
4372,Yes,May Be,High,High,4
4373,Yes,May Be,High,High,4
4374,Yes,May Be,High,High,4
4375,Yes,May Be,High,High,4
4376,Yes,May Be,High,High,4
4377,Yes,May Be,High,High,4
4378,Yes,May Be,High,High,4
4379,Yes,May Be,High,High,4
4380,Yes,May Be,High,High,4
4381,Yes,May Be,High,High,4
4382,Yes,May Be,High,High,4
4383,Yes,May Be,High,High,4
4384,Yes,May Be,High,High,4
4385,Yes,May Be,High,High,4
4386,Yes,May Be,High,High,4
4387,Yes,May Be,High,High,4
4388,Yes,May Be,High,High,4
4389,Yes,May Be,High,High,4
4390,Yes,May Be,High,High,4
4391,Yes,May Be,High,High,4
4392,Yes,May Be,High,High,4
4393,Yes,May Be,High,High,4
4394,Yes,May Be,High,High,4
4395,Yes,May Be,High,High,4
4396,Yes,May Be,High,High,4
4397,Yes,May Be,High,High,4
4398,Yes,May Be,High,High,4
4399,Yes,May Be,High,High,4
4400,Yes,May Be,High,High,4
4401,Yes,May Be,High,High,4
4402,Yes,May Be,High,High,4
4403,Yes,May Be,High,High,4
4404,Yes,May Be,High,High,4
4405,Yes,May Be,High,High,4
4406,Yes,May Be,High,High,4
4407,Yes,May Be,High,High,4
4408,Yes,May Be,High,High,4
4409,Yes,May Be,High,High,4
4410,Yes,May Be,High,High,4
4411,Yes,May Be,High,High,4
4412,Yes,May Be,High,High,4
4413,Yes,May Be,High,High,4
4414,Yes,May Be,High,High,4
4415,Yes,May Be,High,High,4
4416,Yes,May Be,High,High,4
4417,Yes,May Be,High,High,4
4418,Yes,May Be,High,High,4
4419,Yes,May Be,High,High,4
4420,Yes,May Be,High,High,4
4421,Yes,May Be,High,High,4
4422,Yes,May Be,High,High,4
4423,Yes,May Be,High,High,4
4424,Yes,May Be,High,High,4
4425,Yes,Yes,Low,Low,1
4426,Yes,Yes,Low,Low,1
4427,Yes,Yes,Low,Low,1
4428,Yes,Yes,Low,Low,1
4429,Yes,Yes,Low,Low,1
4430,Yes,Yes,Low,Low,1
4431,Yes,Yes,Low,Low,1
4432,Yes,Yes,Low,Low,1
4433,Yes,Yes,Low,Low,1
4434,Yes,Yes,Low,Low,1
4435,Yes,Yes,Low,Low,1
4436,Yes,Yes,Low,Low,1
4437,Yes,Yes,Low,Low,1
4438,Yes,Yes,Low,Low,1
4439,Yes,Yes,Low,Low,1
4440,Yes,Yes,Low,Low,1
4441,Yes,Yes,Low,Low,1
4442,Yes,Yes,Low,Low,1
4443,Yes,Yes,Low,Low,1
4444,Yes,Yes,Low,Low,1
4445,Yes,Yes,Low,Low,1
4446,Yes,Yes,Low,Low,1
4447,Yes,Yes,Low,Low,1
4448,Yes,Yes,Low,Low,1
4449,Yes,Yes,Low,Low,1
4450,Yes,Yes,Low,Low,1
4451,Yes,Yes,Low,Low,1
4452,Yes,Yes,Low,Low,1
4453,Yes,Yes,Low,Low,1
4454,Yes,Yes,Low,Low,1
4455,Yes,Yes,Low,Low,1
4456,Yes,Yes,Low,Low,1
4457,Yes,Yes,Low,Low,1
4458,Yes,Yes,Low,Low,1
4459,Yes,Yes,Low,Low,1
4460,Yes,Yes,Low,Low,1
4461,Yes,Yes,Low,Low,1
4462,Yes,Yes,Low,Low,1
4463,Yes,Yes,Low,Low,1
4464,Yes,Yes,Low,Low,1
4465,Yes,Yes,Low,Low,1
4466,Yes,Yes,Low,Low,1
4467,Yes,Yes,Low,Low,1
4468,Yes,Yes,Low,Low,1
4469,Yes,Yes,Low,Low,1
4470,Yes,Yes,Low,Low,1
4471,Yes,Yes,Low,Low,1
4472,Yes,Yes,Low,Low,1
4473,Yes,Yes,Low,Low,1
4474,Yes,Yes,Low,Low,1
4475,Yes,Yes,Low,Moderate,2
4476,Yes,Yes,Low,Moderate,2
4477,Yes,Yes,Low,Moderate,2
4478,Yes,Yes,Low,Moderate,2
4479,Yes,Yes,Low,Moderate,2
4480,Yes,Yes,Low,Moderate,2
4481,Yes,Yes,Low,Moderate,2
4482,Yes,Yes,Low,Moderate,2
4483,Yes,Yes,Low,Moderate,2
4484,Yes,Yes,Low,Moderate,2
4485,Yes,Yes,Low,Moderate,2
4486,Yes,Yes,Low,Moderate,2
4487,Yes,Yes,Low,Moderate,2
4488,Yes,Yes,Low,Moderate,2
4489,Yes,Yes,Low,Moderate,2
4490,Yes,Yes,Low,Moderate,2
4491,Yes,Yes,Low,Moderate,2
4492,Yes,Yes,Low,Moderate,2
4493,Yes,Yes,Low,Moderate,2
4494,Yes,Yes,Low,Moderate,2
4495,Yes,Yes,Low,Moderate,2
4496,Yes,Yes,Low,Moderate,2
4497,Yes,Yes,Low,Moderate,2
4498,Yes,Yes,Low,Moderate,2
4499,Yes,Yes,Low,Moderate,2
4500,Yes,Yes,Low,Moderate,2
4501,Yes,Yes,Low,Moderate,2
4502,Yes,Yes,Low,Moderate,2
4503,Yes,Yes,Low,Moderate,2
4504,Yes,Yes,Low,Moderate,2
4505,Yes,Yes,Low,Moderate,2
4506,Yes,Yes,Low,Moderate,2
4507,Yes,Yes,Low,Moderate,2
4508,Yes,Yes,Low,Moderate,2
4509,Yes,Yes,Low,Moderate,2
4510,Yes,Yes,Low,Moderate,2
4511,Yes,Yes,Low,Moderate,2
4512,Yes,Yes,Low,Moderate,2
4513,Yes,Yes,Low,Moderate,2
4514,Yes,Yes,Low,Moderate,2
4515,Yes,Yes,Low,Moderate,2
4516,Yes,Yes,Low,Moderate,2
4517,Yes,Yes,Low,Moderate,2
4518,Yes,Yes,Low,High,3
4519,Yes,Yes,Low,High,3
4520,Yes,Yes,Low,High,3
4521,Yes,Yes,Low,High,3
4522,Yes,Yes,Low,High,3
4523,Yes,Yes,Low,High,3
4524,Yes,Yes,Low,High,3
4525,Yes,Yes,Low,High,3
4526,Yes,Yes,Low,High,3
4527,Yes,Yes,Low,High,3
4528,Yes,Yes,Low,High,3
4529,Yes,Yes,Low,High,3
4530,Yes,Yes,Low,High,3
4531,Yes,Yes,Low,High,3
4532,Yes,Yes,Low,High,3
4533,Yes,Yes,Low,High,3
4534,Yes,Yes,Low,High,3
4535,Yes,Yes,Low,High,3
4536,Yes,Yes,Low,High,3
4537,Yes,Yes,Low,High,3
4538,Yes,Yes,Low,High,3
4539,Yes,Yes,Low,High,3
4540,Yes,Yes,Low,High,3
4541,Yes,Yes,Low,High,3
4542,Yes,Yes,Low,High,3
4543,Yes,Yes,Low,High,3
4544,Yes,Yes,Low,High,3
4545,Yes,Yes,Low,High,3
4546,Yes,Yes,Low,High,3
4547,Yes,Yes,Low,High,3
4548,Yes,Yes,Low,High,3
4549,Yes,Yes,Low,High,3
4550,Yes,Yes,Low,High,3
4551,Yes,Yes,Low,High,3
4552,Yes,Yes,Low,High,3
4553,Yes,Yes,Low,High,3
4554,Yes,Yes,Low,High,3
4555,Yes,Yes,Low,High,3
4556,Yes,Yes,Low,High,3
4557,Yes,Yes,Low,High,3
4558,Yes,Yes,Low,High,3
4559,Yes,Yes,Low,High,3
4560,Yes,Yes,Low,High,3
4561,Yes,Yes,Low,High,3
4562,Yes,Yes,Low,High,3
4563,Yes,Yes,Low,High,3
4564,Yes,Yes,Low,High,3
4565,Yes,Yes,Low,High,3
4566,Yes,Yes,Low,High,3
4567,Yes,Yes,Low,High,3
4568,Yes,Yes,Low,High,3
4569,Yes,Yes,Low,High,3
4570,Yes,Yes,Low,High,3
4571,Yes,Yes,Low,High,3
4572,Yes,Yes,Low,High,3
4573,Yes,Yes,Low,High,3
4574,Yes,Yes,Low,High,3
4575,Yes,Yes,Low,High,3
4576,Yes,Yes,Low,High,3
4577,Yes,Yes,Moderate,Low,2
4578,Yes,Yes,Moderate,Low,2
4579,Yes,Yes,Moderate,Low,2
4580,Yes,Yes,Moderate,Low,2
4581,Yes,Yes,Moderate,Low,2
4582,Yes,Yes,Moderate,Low,2
4583,Yes,Yes,Moderate,Low,2
4584,Yes,Yes,Moderate,Low,2
4585,Yes,Yes,Moderate,Low,2
4586,Yes,Yes,Moderate,Low,2
4587,Yes,Yes,Moderate,Low,2
4588,Yes,Yes,Moderate,Low,2
4589,Yes,Yes,Moderate,Low,2
4590,Yes,Yes,Moderate,Low,2
4591,Yes,Yes,Moderate,Low,2
4592,Yes,Yes,Moderate,Low,2
4593,Yes,Yes,Moderate,Low,2
4594,Yes,Yes,Moderate,Low,2
4595,Yes,Yes,Moderate,Low,2
4596,Yes,Yes,Moderate,Low,2
4597,Yes,Yes,Moderate,Low,2
4598,Yes,Yes,Moderate,Low,2
4599,Yes,Yes,Moderate,Low,2
4600,Yes,Yes,Moderate,Low,2
4601,Yes,Yes,Moderate,Low,2
4602,Yes,Yes,Moderate,Low,2
4603,Yes,Yes,Moderate,Low,2
4604,Yes,Yes,Moderate,Low,2
4605,Yes,Yes,Moderate,Low,2
4606,Yes,Yes,Moderate,Low,2
4607,Yes,Yes,Moderate,Low,2
4608,Yes,Yes,Moderate,Low,2
4609,Yes,Yes,Moderate,Low,2
4610,Yes,Yes,Moderate,Low,2
4611,Yes,Yes,Moderate,Low,2
4612,Yes,Yes,Moderate,Low,2
4613,Yes,Yes,Moderate,Low,2
4614,Yes,Yes,Moderate,Low,2
4615,Yes,Yes,Moderate,Low,2
4616,Yes,Yes,Moderate,Low,2
4617,Yes,Yes,Moderate,Low,2
4618,Yes,Yes,Moderate,Low,2
4619,Yes,Yes,Moderate,Low,2
4620,Yes,Yes,Moderate,Moderate,3
4621,Yes,Yes,Moderate,Moderate,3
4622,Yes,Yes,Moderate,Moderate,3
4623,Yes,Yes,Moderate,Moderate,3
4624,Yes,Yes,Moderate,Moderate,3
4625,Yes,Yes,Moderate,Moderate,3
4626,Yes,Yes,Moderate,Moderate,3
4627,Yes,Yes,Moderate,Moderate,3
4628,Yes,Yes,Moderate,Moderate,3
4629,Yes,Yes,Moderate,Moderate,3
4630,Yes,Yes,Moderate,Moderate,3
4631,Yes,Yes,Moderate,Moderate,3
4632,Yes,Yes,Moderate,Moderate,3
4633,Yes,Yes,Moderate,Moderate,3
4634,Yes,Yes,Moderate,Moderate,3
4635,Yes,Yes,Moderate,Moderate,3
4636,Yes,Yes,Moderate,Moderate,3
4637,Yes,Yes,Moderate,Moderate,3
4638,Yes,Yes,Moderate,Moderate,3
4639,Yes,Yes,Moderate,Moderate,3
4640,Yes,Yes,Moderate,Moderate,3
4641,Yes,Yes,Moderate,Moderate,3
4642,Yes,Yes,Moderate,Moderate,3
4643,Yes,Yes,Moderate,Moderate,3
4644,Yes,Yes,Moderate,Moderate,3
4645,Yes,Yes,Moderate,Moderate,3
4646,Yes,Yes,Moderate,Moderate,3
4647,Yes,Yes,Moderate,Moderate,3
4648,Yes,Yes,Moderate,Moderate,3
4649,Yes,Yes,Moderate,Moderate,3
4650,Yes,Yes,Moderate,Moderate,3
4651,Yes,Yes,Moderate,Moderate,3
4652,Yes,Yes,Moderate,Moderate,3
4653,Yes,Yes,Moderate,Moderate,3
4654,Yes,Yes,Moderate,Moderate,3
4655,Yes,Yes,Moderate,Moderate,3
4656,Yes,Yes,Moderate,Moderate,3
4657,Yes,Yes,Moderate,Moderate,3
4658,Yes,Yes,Moderate,Moderate,3
4659,Yes,Yes,Moderate,Moderate,3
4660,Yes,Yes,Moderate,Moderate,3
4661,Yes,Yes,Moderate,Moderate,3
4662,Yes,Yes,Moderate,Moderate,3
4663,Yes,Yes,Moderate,Moderate,3
4664,Yes,Yes,Moderate,Moderate,3
4665,Yes,Yes,Moderate,Moderate,3
4666,Yes,Yes,Moderate,Moderate,3
